comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
FG0180:FG0268	0.491	1	0	2	1	2	2	0	1	1	1	0	2	1	2	0.669	0.0	0.332	0.273	0.145	0.218	0.0	0.138	0.814	0.828	0.0	0.26	1.0	0.767
FG0180:FG0272	0.687	1	1	1	1	2	3	1	1	2	1	3	1	1	1	0.331	0.379	0.483	0.367	0.18	0.29	1.0	1.0	0.186	0.88	0.498	0.656	1.0	0.767
FG0180:FG0288	0.566	1	1	1	2	2	2	1	1	1	1	2	2	2	2	0.493	1.0	0.807	0.381	0.319	0.458	0.411	0.17	0.814	1.0	0.346	0.26	0.538	0.136
FG0180:FG0290	0.52	2	1	1	1	2	1	1	2	1	1	2	2	1	1	0.584	0.093	0.807	0.654	0.14	0.542	0.247	0.369	0.814	0.854	0.15	0.381	0.545	0.466
FG0180:FG0292	0.624	1	1	1	2	1	2	1	1	1	1	2	2	2	1	0.669	0.549	0.807	0.381	0.145	0.458	0.549	0.349	0.814	0.527	0.472	0.772	0.164	1.0
FG0180:FG0293	0.56	1	1	1	2	2	1	1	1	1	2	2	1	1	1	0.669	0.341	0.807	0.381	0.854	0.458	0.895	0.383	0.49	0.523	0.412	0.656	0.419	0.173
FG0180:FG0295	0.487	1	1	2	1	1	2	0	1	1	1	2	1	2	1	0.528	0.432	0.475	0.381	0.145	0.374	0.0	0.488	0.11	1.0	0.17	0.656	0.659	0.382
FG0180:FG0307	0.42	1	1	2	2	2	1	1	2	1	1	1	2	0	2	0.452	0.409	0.678	0.273	0.536	0.542	0.096	0.41	0.186	1.0	0.179	0.446	0.0	0.293
FG0180:FG0309	0.623	2	1	1	2	1	1	0	1	2	1	1	2	1	1	0.457	1.0	0.807	0.273	0.676	0.458	0.0	1.0	0.566	0.786	0.343	0.26	1.0	0.515
FG0180:FG0350	0.401	1	1	1	2	2	1	1	2	1	2	0	3	2	2	1.0	0.236	0.193	0.273	0.637	0.166	0.641	0.349	0.186	0.287	0.0	0.433	0.341	0.171
FG0180:FG0356	0.416	1	1	1	2	2	1	1	1	1	1	1	2	2	2	0.331	0.401	0.483	0.346	0.283	0.458	0.244	0.088	0.056	1.0	0.448	0.44	0.444	0.141
FG0180:FG0358	0.589	1	1	1	2	2	1	0	1	1	2	0	3	1	2	0.669	0.26	0.807	0.381	0.772	1.0	0.0	0.816	0.744	0.615	0.0	0.113	1.0	0.382
FG0180:FG0362	0.683	1	1	1	1	2	0	1	1	1	1	1	2	2	2	0.121	1.0	0.807	0.654	0.145	0.0	1.0	0.413	0.814	1.0	1.0	0.26	0.702	0.489
FG0180:FG0370	0.454	1	1	2	1	1	1	1	0	1	1	0	2	2	1	0.669	0.321	0.281	0.381	0.145	0.458	1.0	0.0	0.814	0.267	0.0	0.656	0.114	0.767
FG0180:FG0391	0.484	1	0	2	2	1	1	2	1	1	1	2	2	1	1	0.669	0.0	0.193	0.381	0.145	0.458	0.486	0.776	0.484	0.282	0.551	0.26	0.189	0.767
FG0180:FG0410	0.531	1	1	1	2	2	0	1	2	1	1	0	2	2	1	0.669	0.75	0.807	0.381	0.634	0.0	1.0	0.55	0.205	1.0	0.0	0.26	0.176	0.767
FG0180:FG0438	0.517	1	1	2	2	1	1	1	1	1	1	1	2	1	2	0.483	0.25	0.195	0.381	0.145	0.458	0.617	0.67	0.186	1.0	0.128	0.469	1.0	0.233
FG0180:FG0444	0.449	1	0	1	1	3	1	1	0	1	1	1	2	1	1	0.185	0.0	0.193	0.273	0.465	0.458	1.0	0.0	0.186	0.93	0.23	0.226	0.54	0.642
FG0180:FG0447	0.622	1	1	1	1	1	1	1	0	1	1	2	3	1	2	0.175	0.693	0.807	0.273	0.145	0.458	1.0	0.0	0.814	0.756	0.529	0.543	0.576	0.679
FG0180:FG0467	0.558	1	0	1	2	1	1	1	1	1	1	1	2	2	2	0.331	0.0	0.543	0.292	0.145	0.458	0.566	1.0	0.362	0.075	0.791	0.656	0.47	0.411
FG0180:FG0474	0.515	1	1	1	2	2	2	1	2	0	1	2	1	2	2	0.669	0.26	0.193	0.346	0.334	0.542	0.484	0.441	0.0	1.0	0.484	0.442	0.528	0.259
FG0180:FG0477	0.444	1	1	1	1	2	1	1	1	2	2	1	2	1	2	0.669	1.0	0.193	0.381	0.43	0.458	0.098	0.555	0.24	0.554	0.173	0.26	0.281	0.382
FG0180:FG0478	0.541	1	0	1	2	1	1	1	1	1	2	1	2	3	3	0.331	0.0	0.193	0.273	0.145	0.542	1.0	0.799	0.674	0.494	0.215	0.406	0.282	0.368
FG0180:FG0479	0.53	1	1	1	2	2	1	1	1	1	2	1	2	2	2	0.331	0.24	0.193	0.273	0.204	1.0	0.283	0.638	0.186	0.508	0.433	0.125	0.371	0.467
FG0180:FG0485	0.595	2	1	1	2	2	2	1	1	1	1	1	3	1	2	0.461	0.648	0.193	0.381	0.246	0.542	1.0	0.183	1.0	0.21	0.471	0.26	0.866	0.418
FG0180:FG0487	0.548	1	2	1	2	2	2	1	2	2	2	1	3	1	1	1.0	0.24	0.807	0.381	0.772	0.172	0.916	0.27	0.328	0.371	0.531	0.26	0.37	0.494
FG0180:FG0490	0.509	1	1	2	1	1	2	1	2	2	1	1	2	1	1	0.331	0.259	0.639	0.273	0.145	0.458	0.869	0.459	0.289	0.39	0.455	0.26	1.0	0.143
FG0180:FG0516	0.565	1	1	2	2	1	0	1	1	2	2	2	2	2	2	0.331	1.0	0.31	0.381	0.917	0.0	1.0	0.468	0.608	0.327	0.437	0.232	0.303	0.322
FG0180:FG0518	0.526	1	2	2	2	1	2	1	1	1	1	1	2	1	2	0.331	0.473	0.205	0.346	0.145	0.67	0.685	0.127	0.579	0.081	0.87	0.51	0.324	0.463
FG0180:FG0521	0.435	1	0	1	3	2	1	1	1	1	1	0	3	0	2	1.0	0.0	0.308	0.168	0.207	0.267	0.277	1.0	0.186	1.0	0.0	0.24	0.0	0.767
FG0180:FG0529	0.575	1	1	1	1	1	1	1	1	1	2	1	2	2	1	0.669	0.118	0.807	0.654	0.145	0.542	0.318	0.144	1.0	0.29	0.623	0.26	0.685	0.767
FG0180:FG0530	0.377	2	0	1	2	1	1	0	0	1	1	0	2	1	1	0.584	0.0	0.648	0.381	1.0	0.897	0.0	0.0	0.186	1.0	0.0	0.129	0.268	0.237
FG0180:FG0538	0.535	1	0	1	1	1	1	1	1	2	1	1	1	1	2	0.331	0.0	0.669	0.654	0.145	0.316	1.0	0.362	0.186	0.739	1.0	0.656	0.572	0.189
FG0180:FG0549	0.513	1	1	1	2	2	1	1	1	1	1	1	2	0	1	0.492	0.392	0.807	0.381	0.178	0.458	1.0	0.263	0.065	1.0	1.0	0.26	0.0	0.664
FG0180:FG0551	0.585	1	1	2	2	2	1	2	1	2	0	1	1	1	2	0.133	0.352	0.741	0.381	0.189	0.542	0.509	1.0	0.43	0.0	0.346	0.656	0.759	0.682
FG0180:FG0560	0.464	1	1	1	1	2	1	1	2	1	1	1	1	1	2	0.669	0.132	0.193	0.273	0.772	0.458	0.83	0.348	0.186	0.465	0.448	0.26	0.515	0.355
FG0180:FG0565	0.573	1	1	1	2	1	1	2	1	2	2	0	2	1	3	0.331	0.246	0.807	0.381	0.145	0.542	0.451	1.0	0.576	0.326	0.0	0.417	1.0	0.295
FG0180:FG0566	0.486	2	1	1	1	2	1	0	1	1	2	1	3	2	2	0.584	0.754	0.193	0.273	0.228	0.542	0.0	0.11	0.814	0.324	0.635	0.26	0.559	0.293
FG0180:FG0573	0.603	1	1	1	1	2	1	1	0	1	1	0	2	1	2	0.669	1.0	0.193	0.273	0.457	1.0	0.251	0.0	0.814	1.0	0.0	0.26	1.0	0.767
FG0180:FG0589	0.603	2	1	1	2	2	2	1	1	1	1	1	2	2	1	0.669	1.0	0.093	0.273	0.772	0.458	0.105	0.265	0.68	0.367	0.904	0.26	0.673	0.767
FG0180:FG0590	0.484	1	3	1	2	2	1	0	2	2	1	2	3	1	1	0.331	0.206	0.193	0.381	0.145	0.543	0.0	0.368	0.186	1.0	0.412	0.249	0.374	0.695
FG0180:FG0593	0.412	1	1	2	3	2	1	1	1	2	1	1	3	1	1	0.331	0.721	0.193	0.178	0.296	0.458	1.0	0.441	0.186	0.71	0.386	0.308	0.282	0.06
FG0180:KH004_2_019_H9/	0.591	1	0	1	2	1	1	0	1	1	1	1	2	1	1	0.331	0.0	0.807	0.381	0.145	0.542	0.0	1.0	0.814	1.0	1.0	0.26	1.0	0.233
FG0180:Mal31/	0.409	1	1	1	1	2	1	1	0	1	0	0	1	0	1	0.669	1.0	0.193	0.273	0.772	0.458	1.0	0.0	0.186	0.0	0.0	0.656	0.0	0.767
FG0181:FG0182	0.533	1	1	0	1	2	2	1	2	1	1	2	2	2	3	0.451	1.0	0.0	1.0	0.613	0.42	1.0	0.46	0.399	0.223	0.215	0.18	0.423	0.269
FG0181:FG0183	0.414	1	1	0	1	2	1	0	2	0	1	2	1	1	1	0.451	0.804	0.0	0.346	0.328	0.3	0.0	0.282	0.0	1.0	0.368	0.53	0.577	0.26
FG0181:FG0184	0.453	1	1	1	0	2	2	1	1	0	2	1	1	0	2	0.451	0.25	1.0	0.0	0.328	0.3	0.919	1.0	0.0	0.632	0.633	0.291	0.0	0.343
FG0181:FG0186	0.348	0	1	1	0	0	1	0	2	0	2	2	2	1	1	0.0	0.46	0.265	0.0	0.0	0.28	0.0	0.479	0.0	0.409	0.328	0.302	1.0	0.095
FG0181:FG0189	0.347	1	1	2	0	1	1	1	1	0	1	1	1	1	1	0.451	1.0	0.599	0.0	0.328	0.28	0.582	0.136	0.0	0.233	0.215	0.531	0.311	0.331
FG0181:FG0198	0.566	1	1	1	1	1	1	1	1	2	1	2	2	1	1	0.451	1.0	0.24	0.389	0.672	0.42	1.0	0.117	0.08	0.522	0.215	0.122	0.93	0.905
FG0181:FG0220	0.457	1	1	1	1	2	2	1	1	2	2	1	2	1	1	0.451	0.138	0.333	0.873	0.672	0.42	1.0	1.0	0.255	0.249	0.215	0.128	0.372	0.154
FG0181:FG0221	0.551	1	1	0	1	1	3	1	1	2	1	2	2	1	2	0.549	1.0	0.0	1.0	0.131	0.28	0.804	0.919	0.354	0.127	0.215	0.085	1.0	0.332
FG0181:FG0232	0.476	1	2	0	1	2	1	1	2	2	1	2	1	1	1	0.549	0.287	0.0	0.626	0.177	0.28	1.0	0.295	0.351	0.062	0.259	0.213	0.626	0.657
FG0181:FG0260	0.508	1	1	1	1	2	1	1	1	1	1	2	1	1	3	0.549	0.608	0.375	1.0	0.328	0.58	0.303	0.166	0.695	0.418	0.362	0.141	0.659	0.317
FG0181:FG0261	0.549	1	1	1	0	2	2	1	1	1	1	2	2	1	1	0.549	0.59	0.619	0.0	0.328	0.277	1.0	0.176	0.623	0.265	0.154	0.379	0.786	0.905
FG0181:FG0264	0.47	1	2	1	1	1	2	1	1	1	3	2	1	2	2	0.549	0.283	0.08	1.0	0.328	0.33	0.138	1.0	0.689	0.263	0.123	0.391	0.472	0.192
FG0181:FG0266	0.448	2	1	1	1	1	2	1	1	0	0	1	2	1	1	0.451	1.0	1.0	0.359	0.328	0.42	0.779	0.904	0.0	0.0	0.253	0.47	0.556	0.095
FG0181:FG0268	0.552	1	0	2	1	2	1	0	1	1	1	1	1	1	2	0.549	0.0	0.401	1.0	0.501	0.482	0.0	0.188	1.0	0.828	0.634	0.47	1.0	0.101
FG0181:FG0272	0.592	1	1	1	2	2	2	1	1	1	1	4	1	1	1	0.451	0.379	0.324	0.592	0.385	0.58	1.0	1.0	0.108	0.88	0.215	0.53	1.0	0.095
FG0181:FG0288	0.56	1	1	0	0	2	2	1	1	1	1	3	1	2	2	0.319	1.0	0.0	0.0	0.274	0.284	0.411	0.17	1.0	1.0	0.504	0.47	0.538	0.329
FG0181:FG0290	0.505	1	1	0	1	1	2	1	2	1	1	2	2	1	1	1.0	0.093	0.0	0.64	0.573	0.42	0.247	0.369	1.0	0.854	0.409	0.18	0.545	0.187
FG0181:FG0292	0.435	1	1	0	0	1	2	1	1	1	1	2	2	2	2	0.549	0.549	0.0	0.0	0.672	0.28	0.549	0.349	1.0	0.527	0.435	0.258	0.164	0.214
FG0181:FG0293	0.47	1	1	0	0	2	1	1	1	1	2	3	1	1	1	0.549	0.341	0.0	0.0	0.146	0.28	0.895	0.383	0.676	0.523	0.299	0.467	0.419	0.499
FG0181:FG0295	0.511	2	1	1	1	1	2	0	1	2	1	2	1	2	1	0.38	0.432	0.202	0.368	0.672	0.584	0.0	0.488	0.137	1.0	0.562	0.53	0.659	0.289
FG0181:FG0307	0.412	1	1	1	1	1	2	1	2	0	1	1	2	0	2	0.331	0.409	0.322	0.873	0.136	0.42	0.096	0.41	0.0	1.0	0.785	0.405	0.0	0.162
FG0181:FG0309	0.562	2	1	0	1	1	1	0	1	2	1	2	1	1	1	0.457	1.0	0.0	0.731	0.11	0.28	0.0	1.0	0.752	0.786	0.506	0.47	1.0	0.157
FG0181:FG0350	0.503	2	1	1	1	2	2	1	2	0	2	1	2	2	2	0.549	0.236	1.0	0.8	0.328	0.292	0.641	0.349	0.0	0.287	0.634	0.163	0.341	0.313
FG0181:FG0356	0.509	1	1	1	1	2	1	1	1	1	1	2	2	2	2	0.451	0.401	0.324	0.243	0.489	0.28	0.243	0.088	0.13	1.0	0.337	0.531	0.444	0.531
FG0181:FG0358	0.548	1	1	0	1	1	1	0	1	1	2	1	2	1	2	0.549	0.26	0.0	0.158	0.328	0.3	0.0	0.812	0.93	0.615	0.634	0.543	1.0	0.289
FG0181:FG0362	0.628	0	1	0	1	2	1	1	1	1	1	2	1	2	1	0.0	1.0	0.0	0.608	0.441	0.7	1.0	0.413	1.0	1.0	0.215	0.47	0.702	0.435
FG0181:FG0370	0.406	1	1	2	1	1	1	1	0	1	1	1	1	2	1	0.549	0.321	0.216	0.339	0.672	0.28	1.0	0.0	1.0	0.267	0.634	0.434	0.114	0.095
FG0181:FG0391	0.341	1	0	1	0	1	1	2	1	1	1	2	1	1	1	0.549	0.0	0.845	0.0	0.672	0.28	0.486	0.776	0.67	0.282	0.15	0.182	0.189	0.095
FG0181:FG0410	0.468	1	1	0	1	0	2	1	2	1	1	1	1	2	1	0.549	0.75	0.0	0.397	0.0	0.42	1.0	0.55	0.391	1.0	0.634	0.47	0.176	0.095
FG0181:FG0438	0.629	1	1	1	1	1	1	1	1	0	1	2	2	1	2	0.363	0.25	0.826	0.397	0.672	0.284	0.617	0.67	0.0	1.0	0.634	0.1	1.0	0.839
FG0181:FG0444	0.585	1	0	1	1	2	1	1	0	0	1	1	1	1	2	0.065	0.0	1.0	1.0	0.328	0.28	1.0	0.0	0.0	0.93	0.85	1.0	0.54	0.263
FG0181:FG0447	0.493	1	1	0	1	1	1	1	0	1	1	2	2	1	2	0.054	0.693	0.0	1.0	0.672	0.28	1.0	0.0	1.0	0.756	0.106	0.158	0.576	0.321
FG0181:FG0467	0.453	1	0	1	2	1	1	1	1	1	1	2	1	2	2	0.451	0.0	0.225	0.089	0.672	0.28	0.566	1.0	0.548	0.075	0.215	0.393	0.47	0.261
FG0181:FG0474	0.532	1	1	1	1	1	2	1	2	1	1	3	2	2	2	0.549	0.26	1.0	0.448	0.337	0.3	0.484	0.443	0.19	1.0	0.215	0.226	0.528	0.354
FG0181:FG0477	0.444	1	1	1	1	1	1	1	1	2	2	1	1	1	2	0.549	1.0	1.0	0.301	0.241	0.28	0.098	0.555	0.38	0.554	0.85	0.142	0.281	0.211
FG0181:FG0478	0.623	1	0	1	1	1	2	1	1	1	2	1	0	3	2	0.451	0.0	1.0	0.923	0.672	0.42	1.0	0.799	0.86	0.494	0.85	0.0	0.282	0.374
FG0181:FG0479	0.544	1	1	1	1	2	1	1	1	0	2	2	2	2	3	0.451	0.24	1.0	0.732	0.568	0.3	0.283	0.638	0.0	0.508	0.352	0.47	0.371	0.222
FG0181:FG0485	0.541	2	1	1	1	2	2	1	1	1	1	2	1	1	2	0.461	0.648	1.0	0.164	0.441	0.3	1.0	0.183	0.779	0.21	0.314	0.496	0.866	0.106
FG0181:FG0487	0.409	2	2	0	0	1	2	1	2	1	2	2	1	1	1	0.549	0.24	0.0	0.0	0.328	0.439	0.916	0.27	0.328	0.371	0.319	0.543	0.37	0.177
FG0181:FG0490	0.563	1	1	1	1	1	2	1	2	1	1	2	1	1	1	0.451	0.259	0.361	1.0	0.672	0.3	0.869	0.459	0.289	0.39	0.329	0.247	1.0	0.528
FG0181:FG0516	0.462	1	1	2	0	1	1	1	1	1	2	3	2	2	2	0.451	1.0	0.36	0.0	0.072	0.7	1.0	0.468	0.608	0.327	0.201	0.174	0.303	0.197
FG0181:FG0518	0.36	1	2	2	1	1	1	1	1	1	1	2	1	1	2	0.451	0.473	0.457	0.268	0.672	0.226	0.685	0.096	0.765	0.081	0.15	0.075	0.324	0.146
FG0181:FG0521	0.477	2	0	1	2	1	1	1	1	1	1	1	1	0	2	0.549	0.0	0.5	0.444	0.465	0.433	0.277	1.0	0.372	1.0	0.634	0.865	0.0	0.138
FG0181:FG0529	0.462	1	1	0	1	1	2	1	1	1	2	2	2	2	1	0.549	0.118	0.0	0.579	0.672	0.42	0.318	0.144	0.789	0.287	0.227	0.41	0.685	0.095
FG0181:FG0530	0.381	1	0	1	0	1	2	0	0	0	1	1	2	1	2	1.0	0.0	0.159	0.0	0.063	0.3	0.0	0.0	0.0	1.0	0.634	0.47	0.268	0.559
FG0181:FG0538	0.465	1	0	1	1	1	2	1	1	1	1	2	1	1	2	0.451	0.0	0.138	0.63	0.672	0.28	1.0	0.362	0.134	0.739	0.215	0.53	0.572	0.205
FG0181:FG0549	0.35	1	1	0	1	2	1	1	1	1	1	2	1	0	0	0.371	0.392	0.0	0.119	0.594	0.28	1.0	0.263	0.251	1.0	0.215	0.47	0.0	0.0
FG0181:FG0551	0.53	0	1	1	1	1	2	2	1	2	0	2	1	1	2	0.0	0.352	0.259	0.416	0.483	0.416	0.509	1.0	0.43	0.0	0.504	0.53	0.759	0.191
FG0181:FG0560	0.465	1	1	1	1	1	1	1	2	0	1	2	1	1	2	0.549	0.132	1.0	1.0	0.328	0.28	0.83	0.348	0.0	0.465	0.402	0.376	0.515	0.186
FG0181:FG0565	0.608	1	1	0	0	1	2	2	1	1	2	1	2	1	3	0.451	0.246	0.0	0.0	0.672	0.42	0.451	1.0	0.576	0.326	0.634	0.53	1.0	0.164
FG0181:FG0566	0.581	1	1	1	1	2	2	0	1	1	2	2	2	2	1	1.0	0.754	1.0	1.0	0.516	0.42	0.0	0.11	1.0	0.324	0.15	0.391	0.559	0.474
FG0181:FG0573	0.623	1	1	1	1	2	1	1	0	1	1	1	1	1	2	0.549	1.0	1.0	1.0	0.328	0.3	0.251	0.0	1.0	1.0	0.634	0.47	1.0	0.138
FG0181:FG0589	0.467	2	1	1	1	1	2	1	1	1	1	2	1	2	1	0.549	1.0	0.901	0.852	0.171	0.193	0.105	0.265	0.866	0.367	0.215	0.47	0.673	0.095
FG0181:FG0590	0.412	1	3	1	0	1	2	0	2	1	1	3	1	1	0	0.451	0.206	1.0	0.0	0.565	0.42	0.0	0.368	0.063	1.0	0.373	0.569	0.374	0.0
FG0181:FG0593	0.517	1	1	1	2	2	1	1	1	1	1	2	2	1	2	0.451	0.721	0.856	0.268	0.317	0.28	1.0	0.443	0.117	0.71	0.464	0.313	0.282	0.332
FG0181:KH004_2_019_H9/	0.625	1	0	0	0	1	2	0	1	1	1	2	1	1	1	0.451	0.0	0.0	0.0	0.672	0.42	0.0	1.0	1.0	1.0	0.215	0.47	1.0	0.905
FG0181:Mal31/	0.375	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0.549	1.0	1.0	1.0	0.328	0.28	1.0	0.0	0.0	0.0	0.634	0.53	0.0	0.095
FG0182:FG0183	0.442	1	1	1	1	1	1	0	4	1	1	1	1	1	3	1.0	0.804	1.0	0.346	0.583	0.535	0.0	0.294	0.601	0.223	0.417	0.211	0.071	0.265
FG0182:FG0184	0.438	1	1	0	0	2	1	1	2	1	2	1	2	1	2	1.0	0.25	0.0	0.0	0.387	0.419	0.919	0.482	0.601	0.161	0.084	0.709	0.507	0.138
FG0182:FG0186	0.397	1	1	1	0	1	0	0	2	1	2	2	3	2	2	0.544	0.46	0.735	0.0	0.059	0.0	0.0	0.127	0.601	0.368	0.522	0.565	0.423	0.227
FG0182:FG0189	0.439	1	1	1	0	1	0	1	2	1	1	2	1	2	2	1.0	1.0	0.136	0.0	0.387	0.0	0.582	0.352	0.601	0.544	0.84	0.211	0.267	0.239
FG0182:FG0198	0.639	1	1	2	1	1	1	1	2	2	2	1	2	2	3	1.0	1.0	0.524	0.389	0.613	0.652	1.0	0.235	0.521	0.478	0.916	0.298	0.352	0.269
FG0182:FG0220	0.635	1	1	1	1	2	1	1	2	2	2	2	2	2	3	1.0	0.138	0.669	0.873	0.613	1.0	1.0	0.482	0.498	0.529	0.864	0.329	0.07	0.227
FG0182:FG0221	0.627	0	1	1	1	1	2	1	1	2	2	1	2	2	2	0.0	1.0	1.0	1.0	0.072	0.197	0.804	0.482	0.247	0.777	0.916	0.455	0.423	0.265
FG0182:FG0232	0.485	0	2	1	1	2	0	1	2	1	2	2	1	1	3	0.0	0.287	1.0	0.626	0.119	0.0	1.0	0.256	0.74	0.502	0.59	0.508	0.071	0.191
FG0182:FG0260	0.432	0	1	2	1	2	1	1	2	2	1	3	2	2	3	0.0	0.608	0.472	1.0	0.387	0.348	0.303	0.186	0.158	0.359	0.214	0.389	0.082	0.265
FG0182:FG0261	0.494	0	1	1	0	2	1	1	2	2	1	1	3	2	3	0.0	0.59	0.381	0.0	0.387	0.1	1.0	0.176	0.399	1.0	0.547	0.211	0.209	0.269
FG0182:FG0264	0.53	0	2	2	1	1	1	1	2	2	2	2	3	3	3	0.0	0.283	0.602	1.0	0.387	0.91	0.138	0.482	0.399	0.371	0.59	0.541	0.087	0.138
FG0182:FG0266	0.531	1	1	0	1	1	1	1	3	1	1	1	3	1	2	0.887	1.0	0.0	0.359	0.387	1.0	0.779	0.482	0.601	0.777	0.531	0.324	0.071	0.227
FG0182:FG0268	0.383	0	0	1	1	1	1	0	2	1	1	1	2	2	2	0.0	0.0	0.332	1.0	0.501	0.167	0.0	0.352	0.399	0.05	0.084	0.709	0.423	0.265
FG0182:FG0272	0.497	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1.0	0.379	0.676	0.592	0.327	0.29	1.0	0.482	0.492	0.102	0.498	0.211	0.423	0.227
FG0182:FG0288	0.491	2	1	1	0	1	1	1	2	1	1	1	2	3	3	0.507	1.0	1.0	0.0	0.274	0.061	0.411	0.352	0.399	0.223	0.346	0.709	0.423	0.301
FG0182:FG0290	0.529	1	1	1	1	1	1	1	3	1	1	2	2	2	3	0.416	0.096	1.0	0.64	0.515	1.0	0.247	0.204	0.399	0.077	0.067	0.54	0.423	0.239
FG0182:FG0292	0.479	0	1	1	0	1	1	1	3	1	1	2	3	2	3	0.0	0.549	1.0	0.0	0.613	0.116	0.549	0.352	0.399	0.25	0.472	0.272	0.649	0.227
FG0182:FG0293	0.434	0	1	1	0	2	0	1	2	2	2	2	1	2	3	0.0	0.345	1.0	0.0	0.174	0.0	0.895	0.355	0.399	0.228	0.328	0.211	0.159	0.239
FG0182:FG0295	0.42	2	1	2	1	1	2	0	3	2	1	3	1	3	3	0.472	0.432	0.667	0.368	0.613	0.296	0.0	0.352	0.488	0.223	0.17	0.211	0.157	0.239
FG0182:FG0307	0.443	1	1	1	1	1	1	1	3	1	1	1	2	1	3	0.218	0.409	0.678	0.873	0.077	1.0	0.096	0.109	0.601	0.223	0.095	0.211	0.507	0.466
FG0182:FG0309	0.509	1	1	1	1	2	0	0	2	2	2	2	2	2	2	0.543	1.0	1.0	0.731	0.11	0.0	0.0	0.482	0.399	0.223	0.343	0.709	0.423	0.466
FG0182:FG0350	0.54	1	1	0	1	2	1	1	4	1	2	1	3	3	2	0.331	0.236	0.0	0.8	0.387	0.292	0.641	0.352	0.601	0.491	0.084	0.403	0.341	0.573
FG0182:FG0356	0.481	1	1	1	1	2	0	1	2	2	1	1	1	2	3	1.0	0.401	0.676	0.243	0.489	0.0	0.2	0.198	0.601	0.223	0.364	0.08	0.862	0.265
FG0182:FG0358	0.421	0	1	1	1	1	1	0	1	2	2	1	3	2	3	0.0	0.266	1.0	0.158	0.387	0.553	0.0	0.539	0.399	0.223	0.084	0.311	0.423	0.265
FG0182:FG0362	0.645	1	1	1	1	2	1	1	3	1	1	1	2	3	4	0.549	1.0	1.0	0.608	0.382	0.417	1.0	0.299	0.399	0.223	0.916	0.709	0.423	0.226
FG0182:FG0370	0.46	0	1	2	1	1	0	1	2	1	1	1	2	2	2	0.0	0.321	0.473	0.339	0.613	0.0	1.0	0.352	0.399	1.0	0.084	0.211	0.592	0.227
FG0182:FG0391	0.431	0	0	1	0	1	0	1	2	2	1	2	1	1	2	0.0	0.0	0.155	0.0	0.613	0.0	0.698	0.424	0.399	0.495	0.467	0.92	0.301	0.227
FG0182:FG0410	0.512	0	1	1	1	0	1	1	2	1	1	1	2	3	2	0.0	0.75	1.0	0.397	0.0	0.481	1.0	0.199	1.0	0.223	0.084	0.709	0.401	0.26
FG0182:FG0438	0.43	1	1	1	1	1	0	1	2	1	1	2	2	2	3	0.186	0.25	0.174	0.397	0.613	0.0	0.617	0.834	0.601	0.223	0.128	0.347	0.423	0.269
FG0182:FG0444	0.38	1	0	0	1	2	0	1	2	1	2	2	2	1	3	0.484	0.0	0.0	1.0	0.387	0.0	1.0	0.352	0.601	0.223	0.23	0.226	0.071	0.239
FG0182:FG0447	0.47	1	1	1	1	1	0	1	2	1	0	3	3	1	3	0.494	0.693	1.0	1.0	0.613	0.0	1.0	0.352	0.399	0.0	0.529	0.211	0.071	0.227
FG0182:FG0467	0.568	1	0	2	2	1	0	1	2	2	2	2	2	2	3	1.0	0.0	0.543	0.089	0.613	0.0	0.566	0.482	0.452	0.747	0.791	0.211	0.53	0.265
FG0182:FG0474	0.391	0	1	0	1	1	1	1	2	2	1	3	2	2	2	0.0	0.261	0.0	0.448	0.279	0.829	0.51	0.109	0.601	0.223	0.484	0.247	0.223	0.147
FG0182:FG0477	0.362	0	1	0	1	1	0	1	2	1	2	2	1	2	3	0.0	1.0	0.0	0.301	0.183	0.0	0.098	0.203	0.76	0.224	0.173	0.92	0.296	0.138
FG0182:FG0478	0.59	1	0	0	1	1	1	1	3	2	2	2	2	3	4	1.0	0.0	0.0	0.923	0.613	1.0	1.0	0.482	0.399	0.131	0.215	0.51	0.423	0.286
FG0182:FG0479	0.485	1	1	0	1	1	1	1	2	1	2	1	2	2	2	1.0	0.24	0.0	0.732	1.0	0.568	0.283	0.286	0.601	0.095	0.349	0.575	0.371	0.356
FG0182:FG0485	0.454	1	1	0	1	3	1	1	2	1	1	1	3	2	2	0.543	0.648	0.0	0.164	0.443	0.845	1.0	0.169	0.178	0.545	0.387	0.504	0.289	0.138
FG0182:FG0487	0.495	1	2	1	0	1	2	1	3	2	1	2	3	2	2	0.306	0.24	1.0	0.0	0.387	0.138	0.916	0.429	0.416	0.18	0.531	0.457	0.208	0.466
FG0182:FG0490	0.576	1	1	1	1	1	1	1	3	1	1	1	2	2	3	1.0	0.259	0.639	1.0	0.613	0.419	0.869	0.293	0.312	0.387	0.372	0.709	0.423	0.239
